Pickup Branch,Commune EN,Commune Khmer,Phone,Branch Code,Branch EN,Branch Khmer,Type,Status,Search Text
KAMA001,Banteay Meas Khang Kaeut,Banteay Meas Khang Kaeut,0712030403,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA001 | Banteay Meas Khang Kaeut | Banteay Meas Khang Kaeut | 0712030403 | KAM | Kampot | Kampot
KAMA002,Tnoat Chong Srang,Tnoat Chong Srang,0885966105,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA002 | Tnoat Chong Srang | Tnoat Chong Srang | 0885966105 | KAM | Kampot | Kampot
KAMA003,Preaek Kroes,Preaek Kroes,0974442111,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA003 | Preaek Kroes | Preaek Kroes | 0974442111 | KAM | Kampot | Kampot
KAMA005,Chhuk 01,Chhuk 01,060925556,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA005 | Chhuk 01 | Chhuk 01 | 060925556 | KAM | Kampot | Kampot
KAMA006,KEP,KEP,067872737,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA006 | KEP | KEP | 067872737 | KAM | Kampot | Kampot
KAMA007,Phnum Kong,Phnum Kong,090855599,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA007 | Phnum Kong | Phnum Kong | 090855599 | KAM | Kampot | Kampot
KAMA008,Lbaeuk,Lbaeuk,0979907211,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA008 | Lbaeuk | Lbaeuk | 0979907211 | KAM | Kampot | Kampot
KAMA009,Dang Tung 01,Dang Tung 01,0719709797,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA009 | Dang Tung 01 | Dang Tung 01 | 0719709797 | KAM | Kampot | Kampot
KAMA010,Koun Sat,Koun Sat,0973398687,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA010 | Koun Sat | Koun Sat | 0973398687 | KAM | Kampot | Kampot
KAMA011,Chhuk 02,Chhuk 02,0888884413,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA011 | Chhuk 02 | Chhuk 02 | 0888884413 | KAM | Kampot | Kampot
KAMA012,Kaoh Touch,Kaoh Touch,0977336660,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA012 | Kaoh Touch | Kaoh Touch | 0977336660 | KAM | Kampot | Kampot
KAMA013,Trapeang Reang,Trapeang Reang,0718084499,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA013 | Trapeang Reang | Trapeang Reang | 0718084499 | KAM | Kampot | Kampot
KAMA014,Dang Tung 02,Dang Tung 02,0973389733,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA014 | Dang Tung 02 | Dang Tung 02 | 0973389733 | KAM | Kampot | Kampot
KAMA015,Preaek Tnaot 01,Preaek Tnaot 01,0978107007,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA015 | Preaek Tnaot 01 | Preaek Tnaot 01 | 0978107007 | KAM | Kampot | Kampot
KAMA016,Prey Thnang,Prey Thnang,0883230032,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA016 | Prey Thnang | Prey Thnang | 0883230032 | KAM | Kampot | Kampot
KAMA017,Trapeang Sangkae,Trapeang Sangkae,067365170,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA017 | Trapeang Sangkae | Trapeang Sangkae | 067365170 | KAM | Kampot | Kampot
KAMA018,Kampong Kandal,Kampong Kandal,0715506622,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA018 | Kampong Kandal | Kampong Kandal | 0715506622 | KAM | Kampot | Kampot
KAMA019,Ruessei Srok Khang Lech 01,Ruessei Srok Khang Lech 01,0974815105,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA019 | Ruessei Srok Khang Lech 01 | Ruessei Srok Khang Lech 01 | 0974815105 | KAM | Kampot | Kampot
KAMA020,Kampong Trach Khang Kaeut,Kampong Trach Khang Kaeut,0976993636,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA020 | Kampong Trach Khang Kaeut | Kampong Trach Khang Kaeut | 0976993636 | KAM | Kampot | Kampot
KAMA021,Trapeang Sala Khang Kaeut,Trapeang Sala Khang Kaeut,068470026,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA021 | Trapeang Sala Khang Kaeut | Trapeang Sala Khang Kaeut | 068470026 | KAM | Kampot | Kampot
KAMA022,Praphnum,Praphnum,0977833168,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA022 | Praphnum | Praphnum | 0977833168 | KAM | Kampot | Kampot
KAMA023,Ruessei Srok Khang Lech 02,Ruessei Srok Khang Lech 02,0886242006,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA023 | Ruessei Srok Khang Lech 02 | Ruessei Srok Khang Lech 02 | 0886242006 | KAM | Kampot | Kampot
KAMA024,Ang Sophi,Ang Sophi,0714236423,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA024 | Ang Sophi | Ang Sophi | 0714236423 | KAM | Kampot | Kampot
KAMA025,Damnak Kantuot Khang Cheung,Damnak Kantuot Khang Cheung,0883872671,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA025 | Damnak Kantuot Khang Cheung | Damnak Kantuot Khang Cheung | 0883872671 | KAM | Kampot | Kampot
KAMA026,L ang,L ang,0884042326,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA026 | L ang | L ang | 0884042326 | KAM | Kampot | Kampot
KAMA027,Tuk Meas Khang Lech,Tuk Meas Khang Lech,0886272862,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA027 | Tuk Meas Khang Lech | Tuk Meas Khang Lech | 0886272862 | KAM | Kampot | Kampot
KAMA028,Preaek Tnaot 02,Preaek Tnaot 02,0884811108,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA028 | Preaek Tnaot 02 | Preaek Tnaot 02 | 0884811108 | KAM | Kampot | Kampot
KAMA029,Dambouk Khpuos,Dambouk Khpuos,0885217220,KAM,Kampot,Kampot,Authorized Dealer/ Authorized Agent,In effect,KAMA029 | Dambouk Khpuos | Dambouk Khpuos | 0885217220 | KAM | Kampot | Kampot
KAMP001,Kampot,Kampot,0979758982,KAM,Kampot,Kampot,Post office,In effect,KAMP001 | Kampot | Kampot | 0979758982 | KAM | Kampot | Kampot
KAMS001,Krang Ampil,Krang Ampil,,KAM,Kampot,Kampot,Post office,In effect,KAMS001 | Krang Ampil | Krang Ampil | KAM | Kampot | Kampot
KAMS002,Tuk Meas Khang Lech,Tuk Meas Khang Lech,,KAM,Kampot,Kampot,Post office,In effect,KAMS002 | Tuk Meas Khang Lech | Tuk Meas Khang Lech | KAM | Kampot | Kampot
KAMS003,Satv Pong,Satv Pong,,KAM,Kampot,Kampot,Post office,In effect,KAMS003 | Satv Pong | Satv Pong | KAM | Kampot | Kampot
KANA001,Preaek Chrey,Preaek Chrey,0885014445,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA001 | Preaek Chrey | Preaek Chrey | 0885014445 | KAN | Kandal | Kandal
KANA002,Sampov Pun 01,Sampov Pun 01,0975299991,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA002 | Sampov Pun 01 | Sampov Pun 01 | 0975299991 | KAN | Kandal | Kandal
KANA003,Pou Ban 01,Pou Ban 01,0975443338,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA003 | Pou Ban 01 | Pou Ban 01 | 0975443338 | KAN | Kandal | Kandal
KANA004,Settak bou,Settak bou,0315055568,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA004 | Settak bou | Settak bou | 0315055568 | KAN | Kandal | Kandal
KANA005,Svay Rolum,Svay Rolum,066666603,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA005 | Svay Rolum | Svay Rolum | 066666603 | KAN | Kandal | Kandal
KANA006,Krang Youv,Krang Youv,090833458,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA006 | Krang Youv | Krang Youv | 090833458 | KAN | Kandal | Kandal
KANA007,Khpob,Khpob,0977507013,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA007 | Khpob | Khpob | 0977507013 | KAN | Kandal | Kandal
KANA008,Khpob Ateav,Khpob Ateav,068686963,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA008 | Khpob Ateav | Khpob Ateav | 068686963 | KAN | Kandal | Kandal
KANA009,Kokir Thum,Kokir Thum,0884446153,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA009 | Kokir Thum | Kokir Thum | 0884446153 | KAN | Kandal | Kandal
KANA010,Samraong Thum,Samraong Thum,0977300096,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA010 | Samraong Thum | Samraong Thum | 0977300096 | KAN | Kandal | Kandal
KANA011,Cheung Kaeub,Cheung Kaeub,068220872,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA011 | Cheung Kaeub | Cheung Kaeub | 068220872 | KAN | Kandal | Kandal
KANA012,Dei Ed,Dei Ed,0316843333,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA012 | Dei Ed | Dei Ed | 0316843333 | KAN | Kandal | Kandal
KANA013,Chheu Teal 01,Chheu Teal 01,0889779949,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA013 | Chheu Teal 01 | Chheu Teal 01 | 0889779949 | KAN | Kandal | Kandal
KANA014,Chheu Teal 02,Chheu Teal 02,0884879666,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA014 | Chheu Teal 02 | Chheu Teal 02 | 0884879666 | KAN | Kandal | Kandal
KANA017,Preaek Anhchanh,Preaek Anhchanh,0974680111,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA017 | Preaek Anhchanh | Preaek Anhchanh | 0974680111 | KAN | Kandal | Kandal
KANA018,Roka Kaong Ti Muoy,Roka Kaong Ti Muoy,0719695959,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA018 | Roka Kaong Ti Muoy | Roka Kaong Ti Muoy | 0719695959 | KAN | Kandal | Kandal
KANA019,Kampong Luong,Kampong Luong,0314000044,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA019 | Kampong Luong | Kampong Luong | 0314000044 | KAN | Kandal | Kandal
KANA020,Preaek Koy,Preaek Koy,099903002,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA020 | Preaek Koy | Preaek Koy | 099903002 | KAN | Kandal | Kandal
KANA021,Preaek Hour 01,Preaek Hour 01,,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA021 | Preaek Hour 01 | Preaek Hour 01 | KAN | Kandal | Kandal
KANA022,Cheung Kaeub,Cheung Kaeub,0885777469,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA022 | Cheung Kaeub | Cheung Kaeub | 0885777469 | KAN | Kandal | Kandal
KANA023,Preaek Hour 02,Preaek Hour 02,0716667378,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA023 | Preaek Hour 02 | Preaek Hour 02 | 0716667378 | KAN | Kandal | Kandal
KANA024,Daeum Rues,Daeum Rues,066441450,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA024 | Daeum Rues | Daeum Rues | 066441450 | KAN | Kandal | Kandal
KANA026,Traeuy Sla,Traeuy Sla,0975529539,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA026 | Traeuy Sla | Traeuy Sla | 0975529539 | KAN | Kandal | Kandal
KANA027,Preaek Ruessei,Preaek Ruessei,0712032211,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA027 | Preaek Ruessei | Preaek Ruessei | 0712032211 | KAN | Kandal | Kandal
KANA028,Siem Reab,Siem Reab,0312481818,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA028 | Siem Reab | Siem Reab | 0312481818 | KAN | Kandal | Kandal
KANA029,Kampong Samnanh,Kampong Samnanh,060587879,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA029 | Kampong Samnanh | Kampong Samnanh | 060587879 | KAN | Kandal | Kandal
KANA031,Preaek Ta Meak,Preaek Ta Meak,0975428202,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA031 | Preaek Ta Meak | Preaek Ta Meak | 0975428202 | KAN | Kandal | Kandal
KANA033,Preaek Rey,Preaek Rey,0716404444,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA033 | Preaek Rey | Preaek Rey | 0716404444 | KAN | Kandal | Kandal
KANA034,Roka Khpuos,Roka Khpuos,066988835,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA034 | Roka Khpuos | Roka Khpuos | 066988835 | KAN | Kandal | Kandal
KANA036,Sambuor Meas,Sambuor Meas,0886896222,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA036 | Sambuor Meas | Sambuor Meas | 0886896222 | KAN | Kandal | Kandal
KANA037,Sambuor,Sambuor,0978760303,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA037 | Sambuor | Sambuor | 0978760303 | KAN | Kandal | Kandal
KANA038,Preaek Ruessei,Preaek Ruessei,068282262,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA038 | Preaek Ruessei | Preaek Ruessei | 068282262 | KAN | Kandal | Kandal
KANA039,Chheu Khmau,Chheu Khmau,068688885,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA039 | Chheu Khmau | Chheu Khmau | 068688885 | KAN | Kandal | Kandal
KANA040,Sampov Pun 02,Sampov Pun 02,0885852222,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA040 | Sampov Pun 02 | Sampov Pun 02 | 0885852222 | KAN | Kandal | Kandal
KANA041,Leuk Daek,Leuk Daek,0887000585,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA041 | Leuk Daek | Leuk Daek | 0887000585 | KAN | Kandal | Kandal
KANA042,Pou Ban 02,Pou Ban 02,066350114,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA042 | Pou Ban 02 | Pou Ban 02 | 066350114 | KAN | Kandal | Kandal
KANA043,Puk Ruessei,Puk Ruessei,0978333874,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA043 | Puk Ruessei | Puk Ruessei | 0978333874 | KAN | Kandal | Kandal
KANA044,Svay Romiet 01,Svay Romiet 01,0718044433,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA044 | Svay Romiet 01 | Svay Romiet 01 | 0718044433 | KAN | Kandal | Kandal
KANA045,Svay Romiet 02,Svay Romiet 02,068401902,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA045 | Svay Romiet 02 | Svay Romiet 02 | 068401902 | KAN | Kandal | Kandal
KANA046,CHRUY SOPHAT,CHRUY SOPHAT,066666017,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA046 | CHRUY SOPHAT | CHRUY SOPHAT | 066666017 | KAN | Kandal | Kandal
KANA049,Roka,Roka,0885777469,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA049 | Roka | Roka | 0885777469 | KAN | Kandal | Kandal
KANA066,Wat Prek Ampil,Wat Prek Ampil,010274262,KAN,Kandal,Kandal,Authorized Dealer/ Authorized Agent,In effect,KANA066 | Wat Prek Ampil | Wat Prek Ampil | 010274262 | KAN | Kandal | Kandal
KANP001,Ta Khmau,Ta Khmau,0716646043,KAN,Kandal,Kandal,Post office,In effect,KANP001 | Ta Khmau | Ta Khmau | 0716646043 | KAN | Kandal | Kandal
KANS001,Ta Khmao,Ta Khmao,,KAN,Kandal,Kandal,Post office,In effect,KANS001 | Ta Khmao | Ta Khmao | KAN | Kandal | Kandal
KANS002,Kokir,Kokir,,KAN,Kandal,Kandal,Post office,In effect,KANS002 | Kokir | Kokir | KAN | Kandal | Kandal
KANS003,Preaek Thmei,Preaek Thmei,,KAN,Kandal,Kandal,Post office,In effect,KANS003 | Preaek Thmei | Preaek Thmei | KAN | Kandal | Kandal
KANS004,Preaek Anhchanh,Preaek Anhchanh,,KAN,Kandal,Kandal,Post office,In effect,KANS004 | Preaek Anhchanh | Preaek Anhchanh | KAN | Kandal | Kandal
KANS005,Baek Chan,Baek Chan,,KAN,Kandal,Kandal,Post office,In effect,KANS005 | Baek Chan | Baek Chan | KAN | Kandal | Kandal
KOHA001,Sob Mathly,Sob Mathly,0973415168,KOH,Koh Kong,Koh Kong,Authorized Dealer/ Authorized Agent,In effect,KOHA001 | Sob Mathly | Sob Mathly | 0973415168 | KOH | Koh Kong | Koh Kong
KOHA002,Trapeang Rung,Trapeang Rung,068645654,KOH,Koh Kong,Koh Kong,Authorized Dealer/ Authorized Agent,In effect,KOHA002 | Trapeang Rung | Trapeang Rung | 068645654 | KOH | Koh Kong | Koh Kong
KOHA003,Andoung Tuek,Andoung Tuek,068848687,KOH,Koh Kong,Koh Kong,Authorized Dealer/ Authorized Agent,In effect,KOHA003 | Andoung Tuek | Andoung Tuek | 068848687 | KOH | Koh Kong | Koh Kong
KOHA004,Dang Tung 02,Dang Tung 02,0718099992,KOH,Koh Kong,Koh Kong,Authorized Dealer/ Authorized Agent,In effect,KOHA004 | Dang Tung 02 | Dang Tung 02 | 0718099992 | KOH | Koh Kong | Koh Kong
KOHA005,Srae Ambel,Srae Ambel,0716668661,KOH,Koh Kong,Koh Kong,Authorized Dealer/ Authorized Agent,In effect,KOHA005 | Srae Ambel | Srae Ambel | 0716668661 | KOH | Koh Kong | Koh Kong
KOHA006,Srae Ambel,Srae Ambel,0975375352,KOH,Koh Kong,Koh Kong,Authorized Dealer/ Authorized Agent,In effect,KOHA006 | Srae Ambel | Srae Ambel | 0975375352 | KOH | Koh Kong | Koh Kong
KOHA007,Phnhi Meas,Phnhi Meas,0312226422,KOH,Koh Kong,Koh Kong,Authorized Dealer/ Authorized Agent,In effect,KOHA007 | Phnhi Meas | Phnhi Meas | 0312226422 | KOH | Koh Kong | Koh Kong
KOHA008,Pak Khlang,Pak Khlang,0717330666,KOH,Koh Kong,Koh Kong,Authorized Dealer/ Authorized Agent,In effect,KOHA008 | Pak Khlang | Pak Khlang | 0717330666 | KOH | Koh Kong | Koh Kong
KOHA009,Ruessei Chrum,Ruessei Chrum,0973440505,KOH,Koh Kong,Koh Kong,Authorized Dealer/ Authorized Agent,In effect,KOHA009 | Ruessei Chrum | Ruessei Chrum | 0973440505 | KOH | Koh Kong | Koh Kong
KOHA010,Smach Mean Chey,Smach Mean Chey,0715443366,KOH,Koh Kong,Koh Kong,Authorized Dealer/ Authorized Agent,In effect,KOHA010 | Smach Mean Chey | Smach Mean Chey | 0715443366 | KOH | Koh Kong | Koh Kong
KOHA011,Kong deab,Kong deab,068845698,KOH,Koh Kong,Koh Kong,Authorized Dealer/ Authorized Agent,In effect,KOHA011 | Kong deab | Kong deab | 068845698 | KOH | Koh Kong | Koh Kong
KOHA012,Cham Yeam,Cham Yeam,0319993899,KOH,Koh Kong,Koh Kong,Authorized Dealer/ Authorized Agent,In effect,KOHA012 | Cham Yeam | Cham Yeam | 0319993899 | KOH | Koh Kong | Koh Kong
KOHP001,Khemmeakrakphumin,Khemmeakrakphumin,0975942942,KOH,Koh Kong,Koh Kong,Post office,In effect,KOHP001 | Khemmeakrakphumin | Khemmeakrakphumin | 0975942942 | KOH | Koh Kong | Koh Kong
KOHS001,Smach Mean Chey,Smach Mean Chey,,KOH,Koh Kong,Koh Kong,Post office,In effect,KOHS001 | Smach Mean Chey | Smach Mean Chey | KOH | Koh Kong | Koh Kong
KRAA001,Sambok,Sambok,0972626765,KRA,Kratie,Kratie,Authorized Dealer/ Authorized Agent,In effect,KRAA001 | Sambok | Sambok | 0972626765 | KRA | Kratie | Kratie
KRAA003,Chhloung,Chhloung,0976111877,KRA,Kratie,Kratie,Authorized Dealer/ Authorized Agent,In effect,KRAA003 | Chhloung | Chhloung | 0976111877 | KRA | Kratie | Kratie
KRAA004,Kbal Damrei,Kbal Damrei,,KRA,Kratie,Kratie,Authorized Dealer/ Authorized Agent,In effect,KRAA004 | Kbal Damrei | Kbal Damrei | KRA | Kratie | Kratie
KRAA005,Svay Chreah,Svay Chreah,,KRA,Kratie,Kratie,Authorized Dealer/ Authorized Agent,In effect,KRAA005 | Svay Chreah | Svay Chreah | KRA | Kratie | Kratie
KRAA006,Kranhung Saen Chey,Kranhung Saen Chey,,KRA,Kratie,Kratie,Authorized Dealer/ Authorized Agent,In effect,KRAA006 | Kranhung Saen Chey | Kranhung Saen Chey | KRA | Kratie | Kratie
KRAA007,Ou Krieng,Ou Krieng,,KRA,Kratie,Kratie,Authorized Dealer/ Authorized Agent,In effect,KRAA007 | Ou Krieng | Ou Krieng | KRA | Kratie | Kratie
KRAA008,Sambour,Sambour,,KRA,Kratie,Kratie,Authorized Dealer/ Authorized Agent,In effect,KRAA008 | Sambour | Sambour | KRA | Kratie | Kratie
KRAA009,Sandan,Sandan,,KRA,Kratie,Kratie,Authorized Dealer/ Authorized Agent,In effect,KRAA009 | Sandan | Sandan | KRA | Kratie | Kratie
KRAA010,Chambak,Chambak,,KRA,Kratie,Kratie,Authorized Dealer/ Authorized Agent,In effect,KRAA010 | Chambak | Chambak | KRA | Kratie | Kratie
KRAA012,Kanhchor,Kanhchor,068522577,KRA,Kratie,Kratie,Authorized Dealer/ Authorized Agent,In effect,KRAA012 | Kanhchor | Kanhchor | 068522577 | KRA | Kratie | Kratie
KRAP001,Kracheh,Kracheh,0979171178,KRA,Kratie,Kratie,Post office,In effect,KRAP001 | Kracheh | Kracheh | 0979171178 | KRA | Kratie | Kratie
KRAS001,Kracheh,Kracheh,,KRA,Kratie,Kratie,Post office,In effect,KRAS001 | Kracheh | Kracheh | KRA | Kratie | Kratie
KRAS002,Snuol,Snuol,,KRA,Kratie,Kratie,Post office,In effect,KRAS002 | Snuol | Snuol | KRA | Kratie | Kratie
KRAS003,Chhloung,Chhloung,,KRA,Kratie,Kratie,Post office,In effect,KRAS003 | Chhloung | Chhloung | KRA | Kratie | Kratie
KRAS004,Sambour,Sambour,,KRA,Kratie,Kratie,Post office,In effect,KRAS004 | Sambour | Sambour | KRA | Kratie | Kratie
KRAS005,Preaek Prasab,Preaek Prasab,,KRA,Kratie,Kratie,Post office,In effect,KRAS005 | Preaek Prasab | Preaek Prasab | KRA | Kratie | Kratie
MONA001,Chong Phlah,Chong Phlah,0979312777,MON,Mondul Kiri,Mondul Kiri,Authorized Dealer/ Authorized Agent,In effect,MONA001 | Chong Phlah | Chong Phlah | 0979312777 | MON | Mondul Kiri | Mondul Kiri
MONA002,Dak Dam,Dak Dam,0717557043,MON,Mondul Kiri,Mondul Kiri,Authorized Dealer/ Authorized Agent,In effect,MONA002 | Dak Dam | Dak Dam | 0717557043 | MON | Mondul Kiri | Mondul Kiri
MONA003,Srae Sangkum,Srae Sangkum,0977076136,MON,Mondul Kiri,Mondul Kiri,Authorized Dealer/ Authorized Agent,In effect,MONA003 | Srae Sangkum | Srae Sangkum | 0977076136 | MON | Mondul Kiri | Mondul Kiri
MONA004,Bu Sra,Bu Sra,0976417077,MON,Mondul Kiri,Mondul Kiri,Authorized Dealer/ Authorized Agent,In effect,MONA004 | Bu Sra | Bu Sra | 0976417077 | MON | Mondul Kiri | Mondul Kiri
MONA005,Pu Chrey,Pu Chrey,0882727972,MON,Mondul Kiri,Mondul Kiri,Authorized Dealer/ Authorized Agent,In effect,MONA005 | Pu Chrey | Pu Chrey | 0882727972 | MON | Mondul Kiri | Mondul Kiri
MONA006,Srae Ampum,Srae Ampum,066924904,MON,Mondul Kiri,Mondul Kiri,Authorized Dealer/ Authorized Agent,In effect,MONA006 | Srae Ampum | Srae Ampum | 066924904 | MON | Mondul Kiri | Mondul Kiri
MONA008,Srae Chhuk,Srae Chhuk,0712300008,MON,Mondul Kiri,Mondul Kiri,Authorized Dealer/ Authorized Agent,In effect,MONA008 | Srae Chhuk | Srae Chhuk | 0712300008 | MON | Mondul Kiri | Mondul Kiri
MONS001,Spean Mean Chey,Spean Mean Chey,,MON,Mondul Kiri,Mondul Kiri,Post office,In effect,MONS001 | Spean Mean Chey | Spean Mean Chey | MON | Mondul Kiri | Mondul Kiri
ODDA001,Anlung Veaeng 01,Anlung Veaeng 01,0886855656,ODD,Otdar Meanchey,Otdar Meanchey,Authorized Dealer/ Authorized Agent,In effect,ODDA001 | Anlung Veaeng 01 | Anlung Veaeng 01 | 0886855656 | ODD | Otdar Meanchey | Otdar Meanchey
ODDA002,Anlung Veaeng 02,Anlung Veaeng 02,0972631463,ODD,Otdar Meanchey,Otdar Meanchey,Authorized Dealer/ Authorized Agent,In effect,ODDA002 | Anlung Veaeng 02 | Anlung Veaeng 02 | 0972631463 | ODD | Otdar Meanchey | Otdar Meanchey
ODDA003,Trapeang Tav,Trapeang Tav,0312224055,ODD,Otdar Meanchey,Otdar Meanchey,Authorized Dealer/ Authorized Agent,In effect,ODDA003 | Trapeang Tav | Trapeang Tav | 0312224055 | ODD | Otdar Meanchey | Otdar Meanchey
ODDA004,Trapeang Prasat 01,Trapeang Prasat 01,0714809488,ODD,Otdar Meanchey,Otdar Meanchey,Authorized Dealer/ Authorized Agent,In effect,ODDA004 | Trapeang Prasat 01 | Trapeang Prasat 01 | 0714809488 | ODD | Otdar Meanchey | Otdar Meanchey
ODDA005,Trapeang Prasat 02,Trapeang Prasat 02,0317535511,ODD,Otdar Meanchey,Otdar Meanchey,Authorized Dealer/ Authorized Agent,In effect,ODDA005 | Trapeang Prasat 02 | Trapeang Prasat 02 | 0317535511 | ODD | Otdar Meanchey | Otdar Meanchey
ODDA006,Samraong,Samraong,0719000048,ODD,Otdar Meanchey,Otdar Meanchey,Authorized Dealer/ Authorized Agent,In effect,ODDA006 | Samraong | Samraong | 0719000048 | ODD | Otdar Meanchey | Otdar Meanchey
ODDA007,Chong Kal,Chong Kal,066772668,ODD,Otdar Meanchey,Otdar Meanchey,Authorized Dealer/ Authorized Agent,In effect,ODDA007 | Chong Kal | Chong Kal | 066772668 | ODD | Otdar Meanchey | Otdar Meanchey
ODDA008,Kouk Mon,Kouk Mon,068819868,ODD,Otdar Meanchey,Otdar Meanchey,Authorized Dealer/ Authorized Agent,In effect,ODDA008 | Kouk Mon | Kouk Mon | 068819868 | ODD | Otdar Meanchey | Otdar Meanchey
ODDP001,Samraong,Samraong,,ODD,Otdar Meanchey,Otdar Meanchey,Post office,In effect,ODDP001 | Samraong | Samraong | ODD | Otdar Meanchey | Otdar Meanchey
ODDS001,Samraong,Samraong,,ODD,Otdar Meanchey,Otdar Meanchey,Post office,Out of effect,ODDS001 | Samraong | Samraong | ODD | Otdar Meanchey | Otdar Meanchey
